age,income,loan_amount,employment_type,education,marital_status,loan_purpose,default
28,1163360,591360,Salaried,Graduate,Single,Education,0
27,587194,274647,Unemployed,Graduate,Married,Home,0
32,1222447,304527,Salaried,Graduate,Single,Personal,0
33,1107749,358099,Self-Employed,High School,Married,Car,0
37,342463,728175,Salaried,Graduate,Single,Business,0
37,489143,230020,Salaried,Graduate,Single,Home,0
56,737240,702400,Salaried,Graduate,Married,Education,0
41,1461424,602766,Salaried,Graduate,Married,Home,0
28,1204302,243231,Salaried,Post-Graduate,Single,Car,0
25,612498,696075,Self-Employed,Post-Graduate,Married,Personal,0
46,909714,209969,Salaried,Graduate,Married,Home,0
36,1266518,342172,Salaried,Graduate,Married,Car,0
56,201722,342256,Salaried,Graduate,Married,Education,0
48,630036,548558,Salaried,Graduate,Single,Home,0
49,1182534,167527,Salaried,High School,Married,Car,0
32,790507,364370,Salaried,Post-Graduate,Single,Home,0
57,980534,773421,Salaried,High School,Single,Home,0
50,611610,348290,Salaried,Graduate,Single,Education,0
43,1176063,536613,Salaried,High School,Single,Home,0
36,619685,308466,Salaried,Graduate,Single,Education,0
34,1060473,94568,Unemployed,Post-Graduate,Married,Home,0
30,1354323,517995,Unemployed,Graduate,Divorced,Business,0
27,1047770,406960,Self-Employed,Post-Graduate,Married,Personal,0
57,205492,795558,Salaried,Graduate,Single,Personal,0
49,610043,298857,Self-Employed,Post-Graduate,Married,Business,0
23,316359,768967,Self-Employed,High School,Married,Personal,0
35,358564,275992,Salaried,Post-Graduate,Married,Education,0
56,924162,516276,Salaried,High School,Single,Car,0
39,1239617,392368,Salaried,Graduate,Married,Education,0
33,402517,588638,Salaried,Graduate,Single,Car,0
41,1139367,416896,Self-Employed,Post-Graduate,Married,Education,0
57,1441635,608333,Self-Employed,Graduate,Single,Education,0
47,721323,515518,Salaried,Graduate,Single,Car,0
49,1161559,432902,Salaried,Graduate,Married,Business,0
40,404427,433828,Salaried,High School,Married,Business,0
45,491280,179663,Salaried,Post-Graduate,Single,Business,0
26,1106261,57353,Salaried,Post-Graduate,Single,Business,0
56,1001269,58578,Salaried,Graduate,Married,Education,0
22,275592,123203,Salaried,Graduate,Divorced,Education,0
42,593931,50013,Self-Employed,Graduate,Single,Home,1
52,1396923,201642,Self-Employed,Graduate,Married,Personal,0
36,1268767,168163,Unemployed,Graduate,Single,Home,0
38,1199924,258376,Self-Employed,High School,Divorced,Personal,0
25,1046558,361299,Salaried,High School,Single,Personal,0
56,645008,405325,Self-Employed,Post-Graduate,Single,Education,0
50,442070,213479,Salaried,Graduate,Single,Business,1
39,1271897,184362,Salaried,Graduate,Single,Car,0
43,832793,177771,Salaried,Post-Graduate,Single,Education,0
54,749247,635570,Salaried,Graduate,Married,Car,0
33,603731,483914,Salaried,Post-Graduate,Divorced,Home,0
49,789484,108946,Salaried,High School,Single,Business,0
56,876803,784941,Salaried,Graduate,Married,Home,0
42,1433198,751119,Salaried,Post-Graduate,Married,Business,0
56,1193483,775722,Self-Employed,High School,Single,Education,1
29,368280,286916,Salaried,Graduate,Single,Car,0
59,332855,381653,Salaried,Post-Graduate,Divorced,Business,0
39,1219925,339262,Self-Employed,Post-Graduate,Single,Personal,0
58,1487873,338362,Salaried,High School,Married,Education,1
26,672159,338209,Self-Employed,High School,Married,Education,1
35,477460,400651,Self-Employed,Post-Graduate,Single,Business,0
40,1207878,571954,Unemployed,Post-Graduate,Divorced,Business,0
29,687154,357162,Salaried,Graduate,Married,Home,0
52,305364,474714,Salaried,Post-Graduate,Divorced,Education,0
24,1240775,539828,Self-Employed,Graduate,Married,Personal,0
38,1063832,236601,Salaried,Graduate,Single,Car,0
25,946011,724977,Salaried,Post-Graduate,Married,Personal,0
40,1323419,240111,Salaried,Post-Graduate,Divorced,Car,0
43,1224883,460986,Self-Employed,Graduate,Single,Home,0
31,1021619,778439,Salaried,Graduate,Married,Business,1
57,1291112,497160,Self-Employed,Graduate,Married,Car,0
42,578916,461885,Salaried,Graduate,Single,Personal,0
24,944267,393202,Self-Employed,Graduate,Single,Business,0
49,232286,534315,Salaried,Graduate,Single,Personal,0
54,1204733,161605,Salaried,Post-Graduate,Married,Home,1
33,365375,422629,Salaried,Graduate,Single,Home,0
29,372121,593631,Salaried,Graduate,Married,Personal,0
51,543045,362557,Salaried,High School,Married,Personal,0
27,1435848,555449,Salaried,Post-Graduate,Married,Personal,0
24,269726,177605,Unemployed,Graduate,Divorced,Car,1
39,578486,550299,Self-Employed,Graduate,Married,Education,0
50,1422509,330068,Self-Employed,High School,Married,Education,0
51,898999,762409,Unemployed,Graduate,Married,Education,1
55,390586,419433,Salaried,Post-Graduate,Married,Car,0
41,666204,275100,Salaried,Graduate,Married,Education,0
51,585389,292923,Unemployed,Graduate,Married,Education,0
39,466104,344210,Self-Employed,High School,Married,Education,1
51,501746,792943,Unemployed,Post-Graduate,Single,Personal,0
52,1033942,638182,Self-Employed,Graduate,Single,Car,0
22,708422,252928,Self-Employed,Post-Graduate,Divorced,Personal,0
30,1121214,696643,Self-Employed,High School,Single,Personal,1
22,263564,699188,Self-Employed,Graduate,Single,Business,0
22,1377833,296973,Salaried,Graduate,Single,Car,0
44,315517,222645,Salaried,High School,Married,Home,0
37,1308553,523452,Self-Employed,Post-Graduate,Single,Car,0
52,1182479,472373,Self-Employed,High School,Married,Education,0
36,994420,129820,Salaried,Post-Graduate,Married,Home,1
36,1415402,702366,Salaried,Graduate,Single,Personal,0
59,485218,144529,Self-Employed,Graduate,Single,Car,0
51,717103,365530,Salaried,Graduate,Single,Education,0
44,1062477,385183,Salaried,Post-Graduate,Single,Home,0
21,772356,495841,Salaried,Graduate,Married,Business,0
31,835257,526425,Self-Employed,Post-Graduate,Single,Business,0
41,1265136,541743,Salaried,Graduate,Married,Car,0
24,1226321,396704,Salaried,Graduate,Divorced,Business,0
27,1422322,456312,Self-Employed,Graduate,Married,Education,0
46,370010,337706,Salaried,Graduate,Married,Home,0
32,1071130,391882,Salaried,Post-Graduate,Divorced,Car,0
51,1367016,761516,Unemployed,Post-Graduate,Married,Education,0
37,630349,75848,Self-Employed,Graduate,Married,Car,1
53,932275,248387,Salaried,Graduate,Married,Business,0
31,728628,553642,Self-Employed,Graduate,Divorced,Education,0
48,1318867,98548,Self-Employed,Post-Graduate,Married,Business,0
52,248731,193608,Self-Employed,Post-Graduate,Single,Business,0
21,912788,307150,Salaried,Graduate,Single,Education,0
48,940801,520103,Salaried,Graduate,Single,Home,0
27,1350838,507772,Self-Employed,Post-Graduate,Married,Personal,0
22,955800,250591,Salaried,Post-Graduate,Married,Home,0
44,1214654,162409,Salaried,Post-Graduate,Single,Home,1
24,1453783,786666,Salaried,Graduate,Married,Home,0
39,601931,57385,Salaried,Post-Graduate,Divorced,Car,0
46,1205037,106746,Salaried,Graduate,Married,Personal,0
31,649118,165513,Salaried,Graduate,Single,Car,0
31,1349930,757918,Self-Employed,Graduate,Married,Car,0
23,1476446,628072,Salaried,High School,Divorced,Business,0
32,502824,468283,Salaried,Post-Graduate,Single,Car,0
23,1472659,322195,Self-Employed,Graduate,Married,Home,0
47,585351,224371,Salaried,High School,Single,Home,0
22,259179,572356,Self-Employed,Post-Graduate,Married,Business,0
36,1086045,730527,Salaried,Graduate,Married,Personal,0
22,502114,248100,Salaried,High School,Single,Education,0
50,204718,419587,Salaried,Graduate,Single,Education,1
40,620327,706042,Unemployed,Graduate,Single,Personal,1
58,1156222,730564,Salaried,Post-Graduate,Single,Personal,0
48,537913,439712,Self-Employed,Post-Graduate,Married,Car,0
45,341798,201938,Salaried,Graduate,Single,Car,0
52,985931,71131,Salaried,High School,Single,Car,0
30,741427,756752,Salaried,Post-Graduate,Married,Home,0
53,319804,225786,Self-Employed,High School,Married,Personal,0
33,769070,706453,Salaried,Graduate,Divorced,Personal,1
57,744246,129021,Salaried,Post-Graduate,Single,Car,0
36,422811,584971,Self-Employed,Graduate,Single,Personal,0
42,1000015,659980,Salaried,Graduate,Married,Home,0
40,1492821,710694,Salaried,Graduate,Single,Personal,0
47,1034416,682450,Salaried,Graduate,Single,Education,0
36,440734,413203,Unemployed,Graduate,Married,Home,0
54,1219326,386190,Salaried,Graduate,Married,Car,0
52,845534,262253,Unemployed,Graduate,Single,Business,0
46,1220160,769072,Salaried,Graduate,Married,Education,1
45,375946,204972,Salaried,Graduate,Married,Home,0
22,1157701,368804,Self-Employed,Post-Graduate,Married,Business,1
32,853398,92822,Salaried,Graduate,Married,Home,0
29,733384,104400,Salaried,Graduate,Single,Education,0
32,1450739,378123,Salaried,Graduate,Married,Personal,0
46,691471,550098,Salaried,Post-Graduate,Single,Car,0
29,1210405,121210,Self-Employed,Post-Graduate,Married,Home,0
30,422572,153499,Self-Employed,Graduate,Married,Car,0
52,734156,103800,Salaried,High School,Single,Home,1
54,484026,208569,Unemployed,Post-Graduate,Single,Home,1
40,892323,225383,Salaried,Graduate,Single,Business,0
59,1088557,263271,Salaried,High School,Divorced,Education,0
22,970724,50770,Salaried,High School,Married,Home,0
21,360542,661770,Self-Employed,Post-Graduate,Single,Business,0
56,1096414,362249,Salaried,High School,Divorced,Education,0
44,1443318,472216,Salaried,Graduate,Single,Education,0
47,931794,313703,Unemployed,High School,Single,Home,0
22,495519,572747,Self-Employed,Graduate,Single,Education,0
51,533354,626886,Self-Employed,Post-Graduate,Married,Education,0
34,877632,487543,Salaried,Graduate,Divorced,Personal,0
22,1139220,405803,Self-Employed,Graduate,Single,Car,1
49,1075138,581270,Salaried,High School,Divorced,Personal,0
35,366234,724184,Unemployed,Graduate,Single,Education,1
32,1438152,410556,Salaried,High School,Married,Personal,0
57,844125,693430,Salaried,Graduate,Divorced,Personal,0
48,1435089,583435,Salaried,Post-Graduate,Single,Business,1
40,261401,450294,Salaried,Graduate,Married,Car,0
59,519080,397424,Salaried,Post-Graduate,Married,Home,0
44,362590,135409,Self-Employed,Post-Graduate,Single,Home,0
41,1464583,640141,Unemployed,Post-Graduate,Single,Business,0
30,385534,410788,Self-Employed,Graduate,Married,Home,1
34,1113878,742572,Salaried,Graduate,Single,Personal,0
57,1047981,697805,Salaried,Graduate,Divorced,Education,0
38,1117266,95456,Unemployed,High School,Married,Personal,0
44,1115177,769163,Salaried,Post-Graduate,Divorced,Personal,1
34,848255,95423,Salaried,Post-Graduate,Married,Business,0
54,704563,421030,Salaried,Graduate,Single,Car,0
32,1013317,694460,Unemployed,Graduate,Married,Personal,0
42,1293136,389860,Salaried,Post-Graduate,Married,Business,0
26,1262189,292567,Salaried,Graduate,Single,Business,0
56,1385735,194456,Self-Employed,Graduate,Single,Education,0
56,1267241,62128,Salaried,Graduate,Married,Business,0
42,830856,324617,Self-Employed,Post-Graduate,Married,Personal,0
34,491766,286355,Salaried,Post-Graduate,Married,Home,0
36,1290565,52366,Salaried,Graduate,Single,Home,0
56,271637,601866,Salaried,Graduate,Single,Personal,0
45,1307751,501352,Salaried,Graduate,Divorced,Home,0
52,958618,566450,Self-Employed,Graduate,Single,Education,0
53,455972,325073,Unemployed,Post-Graduate,Married,Car,0
56,1383123,715804,Self-Employed,Graduate,Single,Business,0
40,794547,753784,Self-Employed,Graduate,Married,Car,0
38,1402918,485478,Salaried,Post-Graduate,Single,Home,0
58,1341965,621580,Salaried,High School,Single,Car,0
23,667353,600614,Self-Employed,Graduate,Single,Education,0
43,527461,560494,Salaried,Graduate,Divorced,Home,0
52,545123,214097,Salaried,Graduate,Single,Business,0
36,453154,240011,Self-Employed,Graduate,Married,Personal,0
25,1117174,760733,Self-Employed,Post-Graduate,Divorced,Education,0
24,1234501,187718,Salaried,Post-Graduate,Single,Home,0
41,1442242,109938,Self-Employed,Graduate,Single,Education,0
34,938880,627517,Unemployed,Graduate,Divorced,Personal,0
59,983227,274768,Salaried,Graduate,Married,Business,0
51,1209268,502200,Self-Employed,Graduate,Married,Car,0
34,911865,271351,Salaried,High School,Married,Education,0
26,1421905,674445,Unemployed,Graduate,Divorced,Personal,0
32,410582,553566,Salaried,Post-Graduate,Single,Education,0
36,839327,740196,Self-Employed,Graduate,Single,Personal,0
37,834006,500951,Unemployed,High School,Single,Education,0
43,1193663,700118,Self-Employed,Post-Graduate,Single,Personal,0
34,1320581,686008,Self-Employed,Graduate,Single,Car,1
27,1273616,286833,Salaried,Graduate,Single,Education,0
52,309009,309704,Unemployed,Post-Graduate,Divorced,Car,1
35,1270213,645647,Self-Employed,Graduate,Single,Personal,0
37,267745,469241,Salaried,High School,Divorced,Education,0
54,1126251,572223,Salaried,Graduate,Married,Education,0
25,1216107,410799,Salaried,Post-Graduate,Married,Personal,1
47,351322,543792,Self-Employed,Post-Graduate,Single,Car,0
43,1076899,725781,Self-Employed,Graduate,Single,Personal,0
34,311855,74809,Self-Employed,Graduate,Single,Business,0
35,1478515,631897,Salaried,Graduate,Single,Personal,0
53,778328,722601,Salaried,Post-Graduate,Married,Car,0
51,1356094,435522,Self-Employed,High School,Married,Business,0
55,920678,76834,Self-Employed,High School,Married,Business,0
37,1082827,644018,Salaried,Graduate,Single,Business,1
48,1432010,141756,Self-Employed,Post-Graduate,Single,Business,0
39,603312,391379,Salaried,Graduate,Married,Education,0
43,452138,625832,Salaried,Graduate,Married,Home,0
52,275764,381004,Self-Employed,Graduate,Single,Personal,0
33,864578,93911,Self-Employed,Graduate,Married,Business,0
40,415555,243035,Salaried,High School,Single,Education,0
55,1398983,351173,Self-Employed,Post-Graduate,Married,Car,0
25,1016339,175527,Salaried,Graduate,Single,Business,0
29,977431,530087,Self-Employed,Graduate,Single,Business,0
49,1287963,470048,Salaried,Graduate,Single,Car,0
26,680783,575720,Self-Employed,Post-Graduate,Married,Home,0
45,1323231,312624,Self-Employed,Post-Graduate,Married,Home,0
51,658478,697167,Salaried,Post-Graduate,Single,Education,0
42,725330,215505,Unemployed,High School,Single,Car,0
22,303748,195337,Salaried,Graduate,Single,Home,0
25,450763,648432,Salaried,Post-Graduate,Single,Business,0
47,1065028,778146,Self-Employed,High School,Single,Business,0
45,865593,691277,Self-Employed,Post-Graduate,Single,Personal,0
28,465232,50944,Salaried,Graduate,Divorced,Personal,0
21,463790,123239,Unemployed,Graduate,Married,Home,0
40,1392775,797128,Self-Employed,Post-Graduate,Married,Personal,0
43,1001885,372142,Salaried,Post-Graduate,Married,Education,0
52,1038665,519955,Self-Employed,Post-Graduate,Single,Personal,0
31,1175596,618031,Salaried,Post-Graduate,Single,Education,0
59,1199951,63965,Salaried,High School,Married,Business,0
44,658216,332531,Self-Employed,Post-Graduate,Married,Home,0
31,384834,623829,Self-Employed,High School,Single,Education,0
49,412886,315872,Self-Employed,Post-Graduate,Single,Home,0
46,457493,632481,Self-Employed,Post-Graduate,Divorced,Personal,0
36,286392,402071,Self-Employed,High School,Married,Education,0
55,846637,599682,Salaried,High School,Married,Car,0
40,266019,168323,Self-Employed,Post-Graduate,Single,Personal,1
23,1121573,127835,Salaried,Post-Graduate,Single,Home,0
21,1393034,187552,Salaried,Graduate,Single,Personal,0
21,893799,537282,Unemployed,Post-Graduate,Single,Business,0
37,480301,97232,Self-Employed,Graduate,Single,Car,0
22,274726,512858,Salaried,Graduate,Single,Home,0
49,830004,126656,Self-Employed,Graduate,Single,Car,0
40,1248203,552875,Salaried,Post-Graduate,Single,Car,0
26,1474862,613208,Salaried,High School,Single,Car,0
28,346001,659142,Self-Employed,Graduate,Married,Home,0
49,1428395,141258,Self-Employed,Graduate,Single,Business,0
53,470057,298583,Self-Employed,High School,Married,Car,0
23,668747,539752,Salaried,Post-Graduate,Single,Car,0
55,333018,380185,Salaried,Post-Graduate,Married,Education,0
25,432791,794359,Self-Employed,Post-Graduate,Divorced,Personal,0
47,1446578,114918,Salaried,Graduate,Single,Home,0
32,1178976,729613,Salaried,Graduate,Single,Home,0
40,313388,190075,Unemployed,High School,Single,Personal,1
40,267957,263047,Self-Employed,Post-Graduate,Single,Business,1
29,547983,255507,Self-Employed,Graduate,Married,Education,0
59,612683,589002,Salaried,Graduate,Divorced,Education,0
24,437406,196933,Salaried,Post-Graduate,Married,Home,0
39,879864,689985,Salaried,Graduate,Married,Education,0
58,407588,783955,Self-Employed,Graduate,Married,Personal,1
47,988276,479473,Self-Employed,Graduate,Single,Car,0
